id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;513;513. Wykonując raport w systemie obsługi relacyjnych baz danych, umożliwia się;analizę wybranych danych;usuwanie danych w tabelach;dodawanie danych w tabelach;aktualizowanie danych w tabelach;A;;;207
;514;514. Przedstawiona instrukcja JavaScript wyświetli;1;0;true;false;D;images/514.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/514.jpg;203
;515;515. Która wartość tekstowa nie pasuje do podanego w ramce wzorca wyrażenia regularnego?;Kowalski;Kasprowicza;Jelenia Góra;Nowakowska-Kowalska;C;images/515.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/515.jpg;207
;516;516. Który modyfikator wskazuje podany opis?;static;public;private;protected;C;images/516.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/516.jpg;207
;517;517. Tworzenie i przypisanie do zmiennej tablicy asocjacyjnej zrealizuje się w PHP zapisem;"$tab = array (1, 2, 3, 4);";"$tab = array (array (1, 2), array (3, 4));";"$tab = array (); $tab[] = array (1, 2, 3, 4);";"$tab = array (""a"" => 1, ""b"" => 2, ""c"" => 3);";D;;;204
;518;518. W której technologii nie jest możliwe przetwarzanie danych użytkownika wprowadzanych na stronie WWW?;CSS;PHP;AJAX;JavaScript;A;;;207
;519;519. W programowaniu obiektowym w języku JavaScript użyty w przedstawionym kodzie zapis: this.zawod oznacza;klasę;metodę;konstruktor;właściwość;B;images/519.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/519.jpg;203
;520;520. W języku PHP sumę logiczną oznacza operator;!;||;+;&&;B;;;204
;521;521. W jakim formacie będzie wyświetlana data po uruchomieniu przedstawionego kodu?;Monday, 10 July 2017;10, Monday July 2017;Monday, 10th July 17;Monday, 10th July 2017;D;images/521.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/521.jpg;201
;522;522. Wynikiem działania pętli for w przedstawionym kodzie PHP jest wyświetlenie liczb;1 0;1 1;1 0 1;1 0 1 0;B;images/522.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/522.jpg;204
;523;523. W JavaScript wywołanie zdarzenia onKeydown nastąpi wtedy, gdy klawisz;myszki został naciśnięty;myszki został zwolniony;klawiatury został naciśnięty;klawiatury został zwolniony;C;;;203
;524;524. Po wykonaniu przedstawionego kodu JavaScript wyświetli się wartość;11;12;13;14;C;images/524.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/524.jpg;203
;525;"525. Wciśnięcie przycisku o treści ""niebieski"" spowoduje wykonanie przedstawionego kodu JavaScript. Jaki będzie efekt jego działania?";Zmiana koloru przycisku na niebieski;"Zmiana koloru tekstu ""i skrypt"" na niebieski";"Zmiana koloru tekstu ""Przykładowy tekst"" na niebieski";"Zmiana koloru tekstu ""Przykładowy tekst i skrypt"" na niebieski";C;images/525.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/525.jpg;203
;526;526. Którego znacznika nie należy umieszczać w nagłówku dokumentu HTML?;<h2>;<link>;<title>;<meta>;A;;;201
;527;527. Znacznik języka HTML, który służy do oznaczenia fragmentu tekstu jako kodu komputerowego, to;<em> </em>;<span> </span>;<code> </code>;<blockquote> </blockquote>;C;;;201
;528;528. W języku HTML dla hiperłącza wartość atrybutu target, która odpowiada za załadowanie strony do nowego okna lub karty, to;_parent;_blank;_self;_top;B;;;201
;529;529. Znacznik <ins> w języku HTML służy do oznaczenia;cytowanego bloku tekstu.;tekstu przeformatowanego.;tekstu, który został dodany.;tekstu, który został usunięty.;C;;;201
;530;530. Do określenia listy definicji w kodzie HTML używa się znacznika;<dl>;<td>;<abbr>;<label>;A;;;201
;531;531. Jaki rezultat zostanie wyświetlony po wykonaniu przedstawionego kodu HTML?;A;B;C;D;D;images/531.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/531.jpg;201
;532;532. W języku HTML, aby scalić w pionie dwie sąsiednie komórki w kolumnie tabeli, należy zastosować atrybut;colspan;rowspan;cellpadding;cellspacing;B;;;201
;533;533. Chcąc dodać do listy rozwijalnej przedstawionego formularza HTML możliwość zaznaczenia kilku opcji jednocześnie, należy w znaczniku select dodać atrybut;size;value;multiple;disabled;C;images/533.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/533.jpg;201
;534;534. Jak nazywa się metoda dołączania arkusza stylów do dokumentu HTML użyta w przedstawionym kodzie?;Styl zewnętrzny.;Styl wewnętrzny.;Styl wpisany, lokalny.;Styl alternatywny, zewnętrzny.;C;images/534.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/534.jpg;201
;535;535. Tekst paragrafu, wyśrodkowany w pionie, opisuje w CSS reguła;vertical-align: middle;vertical-align: center;text-align: center;align: middle;A;;;202
;536;"536. Dla akapitu zdefiniowano styl CSS. Które właściwości stylu CSS poprawnie opisują dla akapitu krój czcionki: Arial; rozmiar czcionki: 16 pt; styl czcionki: pochylenie?";"p{font-style: Arial; size: 16px; font-weight: normal;}";"p{font-family: Arial; font-size: 16pt; font-style: italic;}";"p{font-style: Arial; font-size: 16pt; font-variant: normal;}";"p{font-family: Arial; font-size: 16px; font-variant: normal;}";B;;;202
;537;537. W stylach CSS, aby ustalić styl linii obramowania jako linię kreskową, należy zastosować wartość;solid;dotted;dashed;groove;C;;;202
;538;538. W CSS symbolem jednostki miary, wyrażonej w punktach edytorskich, jest;em;px;pt;in;C;;;202
;539;539. Transformację w stylach CSS, polegającą na zamianie tylko pierwszych liter wszystkich wyrazów na wielkie, otrzymamy stosując polecenie;underline;capitalize;uppercase;lowercase;B;;;201
;540;540. Podany styl tworzy obramowanie pojedyncze, o następujących cechach:;krawędź górna jest koloru czerwonego, krawędź prawa koloru niebieskiego, krawędź dolna koloru zielonego, krawędź lewa koloru żółtego.;krawędź prawa jest koloru czerwonego, krawędź dolna koloru niebieskiego, krawędź lewa koloru zielonego, krawędź górna koloru żółtego.;krawędź górna jest koloru czerwonego, krawędź lewa koloru niebieskiego, krawędź dolna koloru zielonego, krawędź prawa koloru żółtego.;krawędź lewa jest koloru czerwonego, krawędź dolna koloru niebieskiego, krawędź prawa koloru zielonego, krawędź górna koloru żółtego.;A;images/540.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/540.jpg;207
;541;541. Która z operacji nie wpłynie na rozmiar / wielkość zajmowanej pamięci pliku graficznego?;Skalowanie obrazu za pomocą atrybutów HTML.;Zmiana rozdzielczości obrazu.;Interpolacja.;Kompresja.;A;;;207
;542;542. Bitmapa jest obrazem;rastrowym.;analogowym.;wektorowym.;interakcyjnym.;A;;;206
;543;543. Jednostka ppi (pixels per inch);określa rozdzielczość obrazów rastrowych.;określa rozdzielczości obrazów generowanych przez drukarki i plotery.;jest parametrem określającym rozdzielczość cyfrowych urządzeń wykonujących pomiary.;jest jednostką rozdzielczości skanerów określająca częstość wykonywanych próbkowań obrazu.;A;;;207
;544;544. Jaką funkcję pełni kwerenda krzyżowa w bazie MS Access?;Modyfikuje istniejące dane w tabeli;Usuwa rekordy tabel według podanych kryteriów.;Dołącza do wybranej tabeli rekordy z innej tabeli.;Prezentuje zliczone wartości z pola i przyporządkowuje je w wiersze i kolumny.;D;;;205
;545;545. Funkcja CONCAT() w języku SQL odpowiada za;usunięcie wskazanego tekstu.;łączenie wyświetlanego tekstu.;przycięcie wyświetlanego tekstu.;wyznaczenie z wejściowego tekstu podłańcucha znaków.;B;;;203
;546;546. Na podstawie tabeli Towar wykonano następujące zapytanie SQL: Jaki będzie wynik tej operacji?;Zeszyt A5 w linie, Zeszyt A5, Kredki 24 kolory, Papier ksero A4;Zeszyt A5, Zeszyt A5 w linie, Kredki 24 kolory, Papier ksero A4;Papier ksero A4, Kredki 24 kolory, Zeszyt A5, Zeszyt A5 w linie;Papier ksero A4, Kredki 24 kolory, Zeszyt A5, Zeszyt A5 w linie Papier ksero A4, Kredki 24 kolory, Zeszyt A5 w linie, Zeszyt A5;C;images/546.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/546.jpg;205
;547;547. W tabeli produkt znajdują się przedmioty wyprodukowane po 2000 roku, z polami nazwa i rok_produkcji. Klauzula SQL wyświetli listę przedmiotów wyprodukowanych;w roku 2017.;po roku 2017.;przed rokiem 2017.;w latach innych niż 2017.;A;images/547.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/547.jpg;205
;548;548. Struktura prostych baz danych, w których wszystkie dane są przechowywane w jednej tabeli, nazywana jest modelem;sieciowym;relacyjnym.;jednorodnym.;hierarchicznym.;C;;;204
;549;549. W przedstawionym diagramie bazy danych biblioteka, elementy: czytelnik, wypozyczenie i ksiazka są;atrybutami.;krotkami.;encjami.;polami.;C;images/549.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/549.jpg;207
;550;550. W języku zapytań SQL, aby dodać do tabeli Towar kolumnę rozmiar typu znakowego o maksymalnej długości 20 znaków, należy wykonać polecenie;"ALTER TABLE Towar ADD rozmiar varchar(20);";"ALTER TABLE Towar DROP COLUMN rozmiar varchar(20);";"ALTER TABLE Towar ALTER COLUMN rozmiar varchar(20);";"ALTER TABLE Towar CREATE COLUMN rozmiar varchar(20);";A;;;205
;551;551. Liczba 0x142, zapisana w kodzie skryptu JavaScript, ma postać;dziesiętną.;dwójkową.;ósemkową.;szesnastkową.;D;;;203
;552;552. W aplikacjach internetowych tablice asocjacyjne to tablice, w których;indeks jest łańcuchem tekstowym.;istnieją przynajmniej dwa wymiary.;elementy tablicy są zawsze indeksowane od 0.;w każdej komórce tablicy przechowywana jest inna tablica.;A;;;207
;553;553. Odwołaniem do imienia Agata, zawartym w przedstawionej tablicy JavaScript, jest element;"Imiona[4];";"Imiona[3];";"Imiona[Agata];";"Imiona['Agata'];";B;images/553.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/553.jpg;203
;554;554. Specjalna metoda danej klasy stosowana w programowaniu obiektowym, wywoływana automatycznie podczas tworzenia obiektu,której podstawowym zadaniem jest zwykle zainicjowanie pól, to;obiekt.;destruktor.;konstruktor.;specyfikator dostępu.;C;;;207
;555;555. Wskaż poprawny zapis instrukcji zapisanej w języku JavaScript.;"document.write(""Liczba π z dokładnością do 2 miejsc po przecinku ≈ "" + 3.14 );";"document.write(""Liczba π z dokładnością do 2 miejsc po przecinku ≈ "" ; 3.14 );";"document.write(""Liczba π z dokładnością do 2 miejsc po przecinku ≈ "" . 3.14 );";"document.write(""Liczba π z dokładnością do 2 miejsc po przecinku ≈ "" 3.14 );";A;;;203
;556;556. W języku skryptowym JavaScript operatory: ||, && należą do grupy operatorów;bitowych.;logicznych.;przypisania.;arytmetycznych.;B;;;203
;557;557. Wskaż pętlę, która w języku JavaScript wyświetli sześć kolejnych liczb parzystych.;"for(i=2;i<12;i+=2) {document.write(i);}";"for(i=2;i<=12;i+=2) {document.write(i);}";"for(i=2;i<12;i++) {i++; document.write(i);}";"for(i=2;i<=12;i++) {i=i+2; document.write(i);}";B;;;203
;558;558. Wybierz poprawną definicję funkcji w języku JavaScript.;"nazwa_funkcji(argumenty) {instrukcje;}";"new nazwa_funkcji(argumenty) {instrukcje;}";"function nazwa_funkcji(argumenty) {instrukcje;}";"typ_funkcji nazwa_funkcji(argumenty) {instrukcje;}";C;;;203
;559;559. W języku PHP zapisywanie danych do pliku realizuje funkcja?;fgets();fputs();fopen();freadfile();B;;;203
;560;560. Plikiem konfiguracyjnym, który pozwala na zdefiniowanie ustawień PHP dla całego serwera, jest;my.ini;php.ini;httpd.conf;config.inc.php;B;;;204
;561;561. Efektem wykonania przedstawionego kodu PHP jest wyświetlenie komunikatu;warunek1;warunek2;warunek3;warunek4;B;images/561.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/561.jpg;204
;562;562. Ile razy zostanie wykonana pętla zapisana w przedstawionym skrypcie PHP?;0;5;6;7;C;images/562.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/562.jpg;204
;563;"563. Jaką wartość zwróci funkcja empty($a); zapisana w języku PHP, gdy zmienna $a przyjmie wartość liczbową równą 0?";0;TRUE;NULL;FALSE;B;;;203
;564;564. W języku JavaScript, funkcja matematyczna Math.pow() służy do wyznaczenia;potęgi liczby.;wartości przybliżonej liczby.;wartości bezwzględnej liczby.;pierwiastka kwadratowego liczby.;A;;;203
;565;565. Jakie wartości muszą przyjmować zmienne w funkcji biblioteki mysqli, aby połączyć się z serwerem i bazą danych?;adres serwera - $a, nazwa bazy danych - $b, login - $c, hasło - $d;adres serwera - $c, nazwa bazy danych - $d, login - $a, hasło - $b;adres serwera - $c, nazwa bazy danych - $d, login - $b, hasło - $a;adres serwera - $a, nazwa bazy danych - $d, login - $b, hasło - $c;D;images/565.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/565.jpg;204
;566;566. W którym z bloków należy umieścić warunek pętli?;A;B;C;D;C;images/566.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/566.jpg;207
;567;567. Ile razy należy zapisać instrukcję warunkową, aby zaimplementować w języku programowania przedstawiony algorytm?;Jeden raz.;Dwa razy.;Trzy razy.;Cztery razy.;B;images/567.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/567.jpg;207
;568;568. W języku C, aby zadeklarować stałą, należy użyć;const;static;#CONST;#INCLUDE;A;;;207
;569;569. Które z wyrażeń logicznych zapisanych w języku C sprawdza, czy zmienna o nazwie zm1 należy do przedziału (6, 203> ?;(zm1 > 6) || (zm1 <= 203);(zm1 > 6) || (zm1 != 203);(zm1 > 6) && (zm1 <= 203);(zm1 > 6) && (zm1 != 203);C;;;203
;570;570. Kwalifikatory dostępu: private, protected i public definiują mechanizm;przeładowania.;polimorfizmu.;hermetyzacji.;rekurencji.;C;;;207
;571;"571. bool gotowe=true; cout << gotowe; Co zostanie wypisane w wyniku wykonania przedstawionych instrukcji?";0;1;tak;nie;B;;;207
;572;572. Za pomocą którego słowa kluczowego deklaruje się zmienną w języku JavaScript?;var;new;variable;instanceof;A;;;203
;573;573. Zadaniem przedstawionej pętli jest;wypełnienie tabeli Ksiazka danymi.;wypisanie na ekranie danych tabeli Ksiazka.;utworzenie dziesięciu obiektów typu Ksiazka.;utworzenie jednego obiektu typu mojeKsiazki.;C;images/573.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/573.jpg;207
;574;574. Która z deklaracji funkcji w języku C++ ma parametr wejściowy typu rzeczywistego, a zwraca wartość całkowitą?;"void fun1(int a);";"int fun1(float a);";"float fun1(int a);";"float fun1(void a);";B;;;207
;575;575. Jednym z wariantów testów jednostkowych jest analiza ścieżek, która polega na;testowaniu wartości brzegowych zbioru danych.;testowaniu obiektów pod względem inicjacji i zwolnienia zarezerwowanej pamięci.;określeniu punktu początkowego i końcowego oraz badaniu możliwych dróg pomiędzy tymi punktami.;utworzeniu kilku zbiorów danych o podobnym sposobie przetwarzania i użyciu ich do przeprowadzenia testu.;C;;;207
;576;576. Który sposób komentowania w języku PHP pozwala na zapis bloku komentarza w kilku liniach?;#;/ /;/* */;<!-- -->;C;;;204
;577;577. Pole lub zbiór pól jednoznacznie identyfikujący każdy pojedynczy wiersz w tabeli w bazie danych to klucz;inkrementacyjny.;podstawowy.;przestawny.;obcy.;B;;;202
;578;578. W języku SQL, aby zmienić strukturę tabeli, np. poprzez dodanie lub usunięcie kolumny, należy zastosować polecenie;UPDATE;TRUNCATE;DROP TABLE;ALTER TABLE;D;;;205
;579;579. Atrybut kolumny NOT NULL jest wymagany w przypadku;klucza podstawowego.;użycia atrybutu DEFAULT.;definicji wszystkich pól tabeli.;definicji wszystkich pól typu numerycznego.;A;;;201
;580;580. Aby za pomocą polecenia SELECT wyświetlić nazwiska osób mieszkających na osiedlu tak, aby te nazwiska nie powtarzały się, należy zapisać zapytanie w postaci;"SELECT nazwisko FROM mieszkancy ORDER BY nazwisko;";"SELECT DISTINCT nazwisko FROM mieszkancy;";"SELECT TOP 10 nazwisko FROM mieszkancy;";"SELECT AVG(nazwisko) FROM mieszkancy;";B;;;205
;581;581. Baza danych zawiera dane multimedialne, co wiąże się z przechowywaniem dużych ilości danych binarnych. Do takich danych należy zastosować typ;BLOB;ENUM;DOUBLE;LONGTEXT;A;;;204
;582;582. W tabeli Recepta pola Imie i Nazwisko dotyczą pacjenta, na którego recepta jest wydana. Którą kwerendę należy zastosować, aby dla wszystkich recept uzyskać datę wystawienia recepty oraz imię i nazwisko lekarza wystawiającego?;"SELECT Imie, Nazwisko, DataWystawienia FROM Recepta;";"SELECT Lekarz.Imie, Lekarz.Nazwisko, DataWystawienia FROM Recepta;";"SELECT Imie, DataWystawienia FROM Recepta JOIN Lekarz ON Recepta.Lekarz_id = Lekarz.id;";"SELECT Lekarz.Imie, Lekarz.Nazwisko, DataWystawienia FROM Recepta JOIN Lekarz ON Recepta.Lekarz_id = Lekarz.id;";D;images/582.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/582.jpg;207
;583;583. W bazach danych do prezentacji danych spełniających określone warunki należy utworzyć;raport.;relację.;formularz.;makropolecenie.;A;;;205
;584;584. Które polecenie służy do zmiany wartości o jeden w polu RokStudiów w tabeli Studenci dla studentów, którzy studiują na roku 1÷4?;"UPDATE Studenci, RokStudiow+1 WHERE RokStudiow < 5;";"UPDATE Studenci SET RokStudiow WHERE RokStudiow < 5;";"UPDATE RokStudiow SET RokStudiow++ WHERE RokStudiow < 5;";"UPDATE Studenci SET RokStudiow = RokStudiow+1 WHERE RokStudiow < 5;";D;;;207
;585;585. Wskaż różnicę pomiędzy poleceniami DROP TABLE i TRUNCATE TABLE.;DROP TABLE usuwa tabelę, a TRUNCATE TABLE modyfikuje w niej dane spełniające warunek.;DROP TABLE usuwa tabelę, a TRUNCATE TABLE usuwa wszystkie dane, pozostawiając pustą tabelę.;Obydwa polecenia usuwają jedynie zawartość tabeli, ale tylko polecenie DROP TABLE może być cofnięte.;Obydwa polecenia usuwają tabelę wraz zawartością, ale tylko polecenie TRUNCATE TABLE może być cofnięte.;B;;;201
;586;586. Aby nadać użytkownikowi uprawnienia do tabel w bazie danych, należy zastosować polecenie;GRANT;SELECT;CREATE;REVOKE;A;;;207
;587;587. Aby przesłać dane za pomocą funkcji mysqli_query() w skrypcie PHP, który wstawia do bazy danych dane pobrane z formularza ze strony internetowej, jako jednego z parametrów należy użyć kwerendy;INSERT INTO;UPDATE;SELECT;ALTER;A;;;204
;588;588. Przedstawiony fragment kodu PHP działa poprawnie i ma za zadanie wyświetlić na stronie internetowej dane pobrane kwerendą z bazy danych. Z ilu pól zostaną wyświetlone dane?;Z jednego pola.;Z dwóch pól.;Z trzech pól.;Z czterech pól.;C;images/588.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/588.jpg;204
;589;589. Na rysunku przedstawiono strukturę bloków strony internetowej. Który z fragmentów formatowania strony pasuje do takiego układu? (Dla uproszczenia pominięto właściwości koloru tła, wysokości i czcionki);"#pierwszy {float:left; width:30%; } #drugi {clear:both; width:70%; } #trzeci {float:left; width:70%; } #czwarty {clear:both; }";"#pierwszy {float:left; width:30%;} #drugi {float:left; width:70%;} #trzeci {float:left; width:70%;} #czwarty {clear:both; }";"#pierwszy { width: 30%; } #drugi { width: 70%; } #trzeci { width: 70%; } #czwarty { width: 100%; }";"#pierwszy{float:left; width:30%;} #drugi {clear:both; width:70%;} #trzeci {clear:both; width:70%;} #czwarty {float:left; width:100%;}";B;images/589.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/589.jpg;201
;590;590. Wskaż nazwę Systemu Zarządzania Treścią, którego logo zostało przedstawione na rysunku.;Drupal;Joomla!;WordPress;MediaWiki;B;images/590.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/590.jpg;207
;591;591. Który kod języka HTML da efekt formatowania jak na przedstawionym rysunku?;<p> W tym <i> paragrafie zobaczysz sposoby formatowania </i> tekstu w HTML </p>;<p> W tym <b> paragrafie <i> zobaczysz </i> sposoby formatowania </b> tekstu w HTML </p>;<p> W tym <i> paragrafie <b> zobaczysz </b> sposoby formatowania </i> tekstu w HTML </p>;<p> W tym <i> paragrafie </i> <b> zobaczysz </b> <i> sposoby formatowania </i> tekstu w HTML </p>;C;images/591.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/591.jpg;201
;592;592. Który znacznik należy do znaczników definiujących listy w języku HTML?;<tr>;<th>;<td>;<ul>;D;;;201
;593;593. Który z kodów HTML opisuje przedstawioną tabelę? (Dla uproszczenia pominięto zapis stylu obramowania tabeli i komórek);A;B;C;D;B;images/593.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/593.jpg;201
;594;594. Przedstawione w języku CSS formatowanie czcionki będzie obowiązywać dla;znaczników o id równym *.;znaczników z przypisaną klasą równą *.;całego kodu HTML, niezależnie od późniejszych ustawień CSS.;całego kodu HTML, jako formatowanie domyślne dla wszystkich elementów strony.;D;images/594.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/594.jpg;201
;595;595. Której właściwości CSS należy użyć, aby zdefiniować marginesy wewnętrzne dla elementu?;hight;width;margin;padding;D;;;202
;596;596. W kodzie CSS zastosowano formatowanie elementu listy, przy czym żadne inne formatowanie CSS nie zostało zdefiniowane. Zastosowane formatowanie sprawi, że;tekst wszystkich elementów, którym przypisano id „hover” będzie w kolorze Maroon.;po najechaniu kursorem na element listy, zmieni się kolor tekstu na Maroon.;tekst wszystkich elementów listy będzie w kolorze Maroon.;kolor Maroon będzie obejmował co drugi element listy.;B;images/596.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/596.jpg;201
;597;597. Wartości: static, relative, fixed, absolute oraz sticky można przypisać do właściwości;display;position;list-style-type;text-transform;B;;;207
;598;598. Aby dostosować stronę internetową dla niewidomych, należy nadać wyświetlanym za pomocą znacznika img obrazom atrybut;alt;src;text;style;A;;;201
;599;599. Którą czynność należy wykonać podczas obróbki zdjęcia w edytorze grafiki, aby białe tło zamienić na przezroczystość?;Dodać kanał alfa.;Skadrować obraz.;Zmienić saturację obrazu.;Maksymalnie zmniejszyć jasność.;A;;;202
;600;600. Aby zwiększyć szybkość działania strony zawierającej grafikę o wymiarach 2000 px na 760 px, należy zmniejszyć rozmiary grafiki;w programie graficznym.;za pomocą atrybutów HTML.;za pomocą właściwości CSS, podając rozmiar w pikselach.;za pomocą właściwości CSS, podając rozmiar w procentach.;A;;;203
;601;601. Przedstawiona linia kodu została zapisana w języku;C#;PHP;Python;JavaScript;D;images/601.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/601.jpg;207
;602;602. Na stronie internetowej znajduje się formularz, do którego należy zaprogramować następujące funkcje: - walidacja: w trakcie wypełniania formularza w czasie rzeczywistym jest sprawdzana poprawność danych - przesyłanie danych: po wypełnieniu formularza i jego zatwierdzeniu dane są przesyłane do bazy danych na serwerze Aby zaimplementować tę funkcjonalność w możliwie najprostszy sposób, należy zapisać;walidację i przesyłanie danych w języku PHP.;walidację i przesyłanie danych w języku JavaScript.;walidację w skrypcie PHP, a przesyłanie danych w JavaScript.;walidację w języku JavaScript, a przesyłanie danych w skrypcie PHP.;D;;;201
;603;603. Globalne tablice do przechowywania danych o ciastkach i sesjach: $ _ COOKIE oraz $ _ SESSION są częścią języka;C#;Perl;PHP;JavaScript;C;;;204
;604;604. Podczas walidacji dokumentu HTML5 pojawił się komunikat o treści: „Error: Element head is missing a required instance of child element title”. Oznacza to, że w dokumencie;element <title> nie jest wymagany.;element <title> nie został zamknięty przez </title>.;nie zdefiniowano elementu <title> w części <head> dokumentu.;nie zdefiniowano obowiązkowego atrybutu title w znaczniku <img>.;C;;;201
;605;605. Którego protokołu należy użyć, aby przesłać pliki strony internetowej na serwer hostingowy?;FTP;IRC;HTTP;SMTP;A;;;207
;606;606. Przedstawiony blok reprezentuje czynność;zastosowania gotowej procedury lub funkcji.;wczytania lub wyświetlenia danych.;wykonania zadania w pętli.;podjęcia decyzji.;D;images/606.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/606.jpg;207
;607;607. Aby zadeklarować pole klasy, do którego mają dostęp jedynie metody tej klasy i pole to nie jest dostępne dla klas pochodnych, należy użyć kwalifikatora dostępu;public.;private.;protected.;published.;B;;;207
;608;608. Pętla while powinna być wykonywana tak długo, jak długo zmienna x będzie przyjmowała wartości z przedziału obustronnie otwartego (-2, 5). Zapis tego warunku w nagłówku pętli za pomocą języka PHP ma postać;($x > -2) && ($x < 5);($x == -2) && ($x < 5);($x < -2) || ($x > 5);($x > -2) || ($x > 5);A;;;203
;609;609. Po wykonaniu się przedstawionego fragmentu kodu języka C/C++ zmiennej o nazwie zmienna2 zostanie;przypisany adres zmiennej o nazwie zmienna1.;przypisana ta sama wartość, co przechowywana w zmienna1.;przypisana zamieniona na łańcuch wartość przechowywana w zmienna1.;przypisana liczba w kodzie binarnym odpowiadająca wartości przechowywanej w zmienna1.;A;images/609.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/609.jpg;203
;610;610. W języku PHP float reprezentuje typ;logiczny.;całkowity.;łańcuchowy.;zmiennoprzecinkowy.;D;;;204
;611;611. Którym słowem kluczowym, w języku z rodziny C należy posłużyć się, aby przypisać alternatywną nazwę dla istniejącego typu danych?;enum;union;switch;typedef;D;;;205
;612;612. Instrukcja for może być zastąpiona instrukcją;case;while;switch;continue;B;;;207
;613;613. Przedstawiony kod źródłowy, zapisany w języku C++, ma za zadanie dla wprowadzanych dowolnych całkowitych liczb różnych od zera wypisać;liczby pierwsze;wszystkie liczby;tylko liczby parzyste;tylko liczby nieparzyste;C;images/613.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/613.jpg;207
;614;614. DOM dostarcza metod i własności, które w języku JavaScript pozwalają na;manipulowanie zadeklarowanymi w kodzie łańcuchami;wysyłanie danych formularza bezpośrednio do bazy danych;wykonywanie operacji na zmiennych przechowujących liczby;pobieranie i modyfikowanie elementów strony wyświetlonej przez przeglądarkę;D;;;203
;615;615. Testy dotyczące skalowalności oprogramowania mają za zadanie sprawdzić, czy aplikacja;ma odpowiednią funkcjonalność.;jest odpowiednio udokumentowana.;potrafi działać przy zakładanym i większym obciążeniu.;jest zabezpieczona przed niedozwolonymi operacjami, np. dzielenie przez zero.;C;;;207
;616;616. Który z komentarzy opisuje zadanie zdefiniowanej w języku PHP funkcji?;/*Funkcja zwraca wartość wyższą z dwóch podanych, gdy są równe zwraca wartość -1 */;/* Funkcja zwraca wartość niższą z dwóch podanych, gdy są równe zwraca wartość -1 */;/* Funkcja zwraca wartość wyższą z dwóch podanych, gdy są równe zwraca wartość $a */;/*Funkcja zwraca wartość niższą z dwóch podanych, gdy są równe zwraca wartość $a */;A;images/616.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/616.jpg;204
;617;617. W relacyjnych bazach danych, jeżeli dwie tabele są połączone za pomocą ich kluczy głównych, mamy do czynienia z relacją;1..1;1..n;n..1;n..n;A;;;205
