id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;205;205. Liczba pierwiastków równania kwadratowego jest zależna od delty w sposób przedstawiony w ramce. Która instrukcja warunkowa odpowiada tej zależności, jeżeli delta to zmienna d?;Instrukcja 1;Instrukcja 4;Instrukcja 2;Instrukcja 3;D;images/205.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/205.png;301
;206;206. Aby opublikować aplikację w sklepie Google Play/Apple Store, wymagane jest aktywne konto programisty w aplikacji;poczta gmail/poczta Apple ID;Google Search Console/Apple Store Connect;Google Analitics/Apple Keynote;konsola Google Play/iTunes Connect;D;;;305
;207;207. Program, który analizuje kod źródłowy programu i od razu wykonuje przeanalizowany fragment, jest nazywany;interpreterem;konsolidatorem;kompilatorem;debuggerem;A;;;305
;208;208. Które zdanie dotyczące okna modalnego jest prawdziwe?;Okno modalne może zawierać system menu, ale nie może zawierać w sobie kontrolek.;Okno modalne oddaje kontrolę innemu oknu, jeżeli to otrzymało zdarzenie.;Okno modalne pozwala na obsługę wszystkich zdarzeń aplikacji.;Okno modalne nie pozwala na obsługę zdarzeń dotyczących pozostałych okien aplikacji.;D;;;305
;209;209. Które zdanie jest zgodne z informacjami o funkcjach zaprzyjaźnionych przedstawionych we fragmencie dokumentacji?;Gdy prototypy funkcji zaprzyjaźnionych znajdują się w definicji klasy, funkcje te są jej metodami.;Funkcja zaprzyjaźniona nie ma dostępu do elementów protected klasy.;Tylko funkcje mogą być zaprzyjaźnione.;Funkcja zaprzyjaźniona, mimo że jest zdefiniowana na zewnątrz klasy ma dostęp do jej prywatnych elementów.;D;images/209.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/209.png;301
;210;210. Typami reprezentującymi liczby rzeczywiste są;float, unsigned;double, char;unsigned, long;float, double;D;;;305
;211;211. W prezentowanym kodzie popełniono błąd logiczny, który polega na tym, że;w warunku powinna być sprawdzona wartość zmiennej a;warunek powinien być zastąpiony pętlą while;w warunku jest przypisanie zamiast porównania;warunek nie ma sensu, środowisko uruchomieniowe samo sprawdzi argument dzielenia;C;images/211.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/211.png;305
;212;212. Który z frameworków jest stosowany do budowy części back-end w aplikacjach WEB?;Django;Xamarin;React.js;Angular;A;;;305
;213;213. Przedstawiona na obrazie idea sortowania odnosi się do sortowania;przez scalanie;kubełkowego;przez wybieranie;bąbelkowego;A;images/213.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/213.png;305
;214;214. Które z praw autorskich są niezbywalne i nieograniczone w czasie?;Prawa do dokumentów urzędowych.;Autorskie prawa osobiste.;Autorskie prawa majątkowe.;Prawa do prostych informacji prasowych.;B;;;305
;215;215. Wskaż środek ochrony, który nie jest zaliczany do środków ochrony zbiorowej;ekran dźwiękochłonny;gaśnica;barierki chroniące przed upadkiem z wysokości;okulary ochronne;D;;;305
;216;216. Kod przedstawia operacje na 1000-elementowej tablicy wypełnionej liczbami całkowitymi. Aby zoptymalizować kod, nie tracąc na jego czytelności, należy;zmniejszyć o połowę liczbę iteracji pętli;pętlę for zamienić na pętlę while;wynik metody Pow wyliczyć przed pętlą;zapisać kod bez pętli;C;images/216.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/216.png;305
;217;217. W kodzie źródłowym dwóch równoważnych funkcjonalnie fragmentów zapisano:;obsługę zdarzenia dla przycisku;przypisanie stylu o nazwie fun1 do przycisku;obsługę błędów;wywołanie funkcji, aby zainicjować stronę w przeglądarce;A;images/217.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/217.png;305
;218;218. Wskaż cechę charakterystyczną szablonów programowania obiektowego;odnoszą się tylko do typów liczbowych;zawierają informacje o formatowaniu stron internetowych;definiują funkcjonalność uniwersalną dla różnych typów danych;operują na danych jednego określonego typu;C;;;304
;219;219. Dana jest tablica liczb całkowitych o nazwie tbl. Po wykonaniu przedstawionych operacji w zmiennej wynik znajdzie się;liczba elementów tablicy;suma elementów tablicy;wynik dzielenia sąsiadujących elementów tablicy;średnia arytmetyczna elementów tablicy;D;images/219.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/219.png;305
;220;220. Wskaż system typu e-commerce;WordPress CMS bez dodatkowych wtyczek;Dziennik elektroniczny Librus Synergia;PrestaShop, platforma do tworzenia własnych sklepów internetowych;Elektroniczna Platforma Usług Administracji Publicznej ePUAP;C;;;305
;221;221. Przedstawiony format plików, służący, między innymi, do wymiany danych pomiędzy częścią back-end a front-end aplikacji internetowej, to;JSX;XML;YAML;JSON;D;images/221.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/221.png;305
;222;222. Wskaż język programowania, w którym można utworzyć aplikację mobilną dla systemu Android;Java;C++;Obiective-C;Swift;A;;;305
;223;223. Po wykonaniu przedstawionego kodu wartość przechowywana w zmiennej b wynosi;5;2;11;20;A;images/223.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/223.jpg;302
;224;224. Frameworkiem CSS służącym do określenia wyglądu aplikacji internetowych, którego klasy zostały zastosowane na prezentowanym przykładzie jest;Yaml;Angular;Symfony;Bootstrap;D;images/224.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/224.jpg;305
;225;225. Wskaż kod za pomocą, którego zostanie wygenerowane okno dialogowe widoczne na obrazie. Dla uproszczenia kodu, pominięto atrybuty znaczników.;Kod 1;Kod 2;Kod 3;Kod 4;B;images/225.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/225.jpg;305
;226;226. Zmienna typu logicznego może przyjąć wartości;true, false;1, -1;0 oraz dowolną liczbę całkowitą;dowolne naturalne liczby;A;;;301
;227;227. Wskaż kod, który jest implementacją w języku C++ przedstawionego fragmentu algorytmu;Kod 1;Kod 2;Kod 3;Kod 4;D;images/227.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/227.jpg;304
;228;228. Poniższa definicja dotyczy wzorca projektowego o nazwie;Fasada;Prototyp;Dekorator;Kompozyt;A;images/228.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/228.jpg;305
;229;229. Wskaż prawidłową definicję interfejsu (szablonu klasy) w języki Java;Definicja 1;Definicja 2;Definicja 3;Definicja 4;D;images/229.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/229.jpg;301
;230;230. Przedstawionym na schemacie algorytmem Euklidesa należy się posłużyć do wyznaczenia;największego elementu zbioru liczb;najmniejszej liczby pierwszej w przedziale;najmniejszej wspólnej wielokrotności;największego wspólnego dzielnika;D;images/230.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/230.jpg;304
;231;231. Wydane polecenia dotyczące repozytorium Git zakładając, że aktywnym folderem jest folder projektu, mają na celu;rozpoczęcie pracy z nowym repozytorium, dodanie i zatwierdzenie kodu projektu pod nazwą first commit;zamknięcie projektu, tak że wszystkie rewizje zostaną zarchiwizowane do lokalnego archiwum o nazwie first commit;utworzenie kopii istniejącego repozytorium jedynie z rewizją zapisaną pod nazwą first commit;rozpoczęcie sesji z istniejącym repozytorium i pobranie kodu projektu do lokalnego folderu;A;images/231.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/231.jpg;305
;232;232. Cechą dobrego negocjatora jest;zarozumiałość;egoizm;opanowanie;niepewność;C;;;305
;233;233. Programując przedstawioną na obrazie kontrolkę stepper w aplikacji mobilnej należy obsłużyć zmienną, która przechowuje zawsze jej aktualną wartość. Do uzyskania takiej funkcjonalności można skorzystać ze zdarzenia;DescendantAdded;ValueChanged;Unfocused;SizeChanged;B;images/233.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/233.jpg;302
;234;234. Które działanie dotyczące klasy abstrakcyjnej jest zabronione?;Powołanie instancji tej klasy;Deklaracja pól publicznych;Deklaracja metody wirtualnej;Dziedziczenie po tej klasie;A;;;305
;235;235. Na równoważnych funkcjonalnie fragmentach kodu aplikacji Angular i React.js przedstawiono:;obsługę zdarzenia zatwierdzenia formularza;wypisanie w konsoli przeglądarki danych pobranych z pól formularzy w czasie rzeczywistym, gdy użytkownik je wypełnia;funkcję, która przepisuje do zmiennych f lub e dane z pola input formularza;funkcję wypełniającą dane w formularzu podczas jego inicjacji;A;images/235.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/235.jpg;301
;236;236. Wskaż komentarz jednoliniowy, który można dopisać do linii 3 w miejscu znaków zapytania tak, aby był poprawny składniowo i opisywał operację wykonywaną w tej linii;// wyswietlenie elementu tablicy;# wypelnienie elementu tablicy;// wypelnienie elementu tablicy;# wyswietlenie elementu tablicy;A;images/236.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/236.jpg;301
;237;237. Wskaż kod, który wygeneruje przedstawioną kontrolkę;Kod 1;Kod 2;Kod 3;Kod 4;C;images/237.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/237.jpg;305
;238;238. W ramce zaprezentowano fragment opisu metody compile języka Java stosowanej przy pracy z wyrażeniami regularnymi. Który znak należy zastosować, aby znaleźć dopasowanie na końcu napisu?;^;|;$;.;C;images/238.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/238.jpg;305
;239;239. Do rozwiązywania problemów przybliżonych lub takich, których nie można opisać algorytmem dokładnym, np. przewidywanie pogody, rozpoznawanie wirusów komputerowych służą algorytmy;liniowe;iteracyjne;heurystyczne;rekurencyjne;C;;;304
;240;240. W ramce przedstawiono notatki testera dotyczące testów aplikacji. Który rodzaj testów ma zamiar wykonać tester?;jednostkowe;wydajnościowe;interfejsu;bezpieczeństwa;B;images/240.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/240.jpg;305
;241;241. W przedstawionym fragmencie kodu znajduje się błąd logiczny. Polega on na;braku inicjalizacji zmiennej x, który sprawia, że zmienna nie ma wartości początkowej;błędnym zastosowaniem funkcji cout, który sprawia, że zmienna jest wczytywana w pętli;nieprawidłowym warunku pętli, który sprawia, że pętla nigdy się nie wykona;nieprawidłowym warunku pętli, który sprawia, że pętla jest nieskończona;D;images/241.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/241.jpg;305
;242;242. Wskaż kod poprawny składniowo dla formatu JSON, służącego do wymiany danych pomiędzy częściami backend i frontend aplikacji;Kod 1;Kod 2;Kod 3;Kod 4;B;images/242.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/242.jpg;301
;243;243. W wyniku wykonywania kodu języka C++ została wyświetlona wartość 0 (zamiast 50). Jaki jest tego powód?;Działanie wewnątrz funkcji jest zapisane niepoprawnie.;Argument funkcji został przekazany przez wartość, a nie przez referencję.;Funkcja zwraca wartość, a nie powinna jej zwracać.;Zmienna x powinna być inicjowana wartością wynoszącą 1 a nie 0.;B;images/243.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/243.jpg;305
;244;244. W języku C++ zakładając, że przedstawiona linia kodu się skompiluje i wykona, to do zmiennej liczba zostanie przypisana wartość;równa 1000;dowolna pseudolosowa z zakresu typu int;rzeczywista podzielna przez 1000;pseudolosowa nie większa niż 999;D;images/244.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/244.jpg;305
;245;245. Programista zapisał w pliku HTML przedstawioną linię kodu, aby;skorzystać z funkcji biblioteki jQuery, która wcześniej została pobrana i zapisana lokalnie.;umieścić kod JavaScript pomiędzy znacznikami <script></script>;pobrać z Internetu w momencie odsłony strony i zastosować bibliotekę jQuery.;zadeklarować własną funkcję JavaScript o nazwie min.js;A;images/245.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/245.jpg;305
;246;246. Algorytm sekwencyjnego wyszukiwania elementu z wartownikiem polega na założeniu, że;na końcu przeszukiwanego zbioru należy wstawić wartownika.;zbiór wejściowy musi być posortowany.;zbiór jest zawsze 100 elementowy.;szukany element musi powtórzyć się kilkakrotnie w zbiorze.;A;;;304
;247;247. Analizując kod interfejsu graficznego zapisanego językiem XAML można stwierdzić, że;"napis ""fotograf"" jest położony po prawej stronie obrazu";elementy: napis, obraz, przycisk Like, przycisk Share, napis są ułożone jeden pod drugim;przyciski są ułożone poziomo jeden obok drugiego;obraz jest po lewej stronie, a pozostałe elementy po prawej;C;images/246.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/246.jpg;301
;248;248. Jednym z zadań projektowania aplikacji jest funkcjonalność cofnięcia wykonywanych ostatnio czynności do 20 operacji wstecz (undo). Strukturą danych przeznaczoną do tego typu zadania, którą cechuje dostęp jedynie do ostatniego dodanego elementu jest;kolejka;drzewo;tablica;stos;D;;;305
;249;249. Dla podawanego fragmentu kodu Java zostanie wygenerowany wyjątek, gdy zmienna index przyjmie wartość;5;0;1;7;D;images/249.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/249.jpg;301
;250;"250. Wskaż odpowiedź, która wykorzystuje parafrazę jako technikę aktywnego słuchania, w sytuacji, gdy klient mówi: ""Interesuje mnie aplikacja, która działa szybko, nie zależnie od tego, czy korzysta z niej kilku czy tysiąc użytkowników"".";Dlaczego Pani poszukuje takiej aplikacji?;Ilu dokładnie użytkowników będzie z niej korzystać?;Wyczuwam niepewność w Pani głosie. Proszę pozwolić mi zadać kilka pytań.;Jeśli prawidłowo zrozumiałem, chodzi o aplikację, która dobrze się skaluje do obciążenia;D;;;305
;251;251. Przedstawione listingi zawierają implementację funkcji oraz zdefiniowany jeden test automatyczny sprawdzający zachowanie funkcji w przypadku, gdy argumentem jest wartość ujemna. W miejscu kropek należy wstawić drugi test sprawdzający działanie funkcji, gdy argumentem jest wartość dodatnia. Który z kodów odpowiada temu testowi?;A;B;C;D;C;images/251.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/251.jpg;301
;252;252. Które z wymienionych zadań, składających się na proces tworzenia prostej galerii zdjęć będącej aplikacją mobilną, jest zadaniem zespołowym?;Implementacja funkcji dodajZdjecie();Utworzenie dokumentacji kodu aplikacji;Przygotowanie i skonfigurowanie repozytorium dla projektu;Utworzenie testu jednostkowego dla funkcji przegladajZdjecia();B;;;305
;253;253. Na obrazie przedstawiono fragment emulacji iOS z prostą aplikacją. Górna część strony zachodzi na belkę ze stanem baterii. Który z zapisów należy zastosować w miejscu znaków zapytania, aby wprowadzić tylko marginesy górne wyłącznie dla platformy iOS?;x:TypeArguments=”Thickness”(0, 20, 0, 0);x:TypeArguments=”Thickness” iOS=20;"x:TypeArguments=""Thickness"" iOS=""0, 0, 0, 0"" Android=""0, 20, 0, 0"" WinPhone=""0, 0, 0, 0""";"x:TypeArguments=""Thickness"" iOS=""0, 20, 0, 0"" Android=”0, 0, 0, 0” WinPhone=""0, 0, 0, 0""";D;images/253.jpg;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/253.jpg;301
;254;254. Prawidłową i ergonomiczną pozycję pracy przy komputerze zapewni krzesło, którego;podłokietniki są 20 cm niżej niż blat;podłokietniki są 30 cm wyżej niż blat;oparcie zapewnia lordozę w odcinku lędźwiowym;oparcie w odcinku szyi jest pochylone do przodu o 40 stopni;C;;;305
;255;255. Jaki typ służy do przechowywania wartości TRUE/FALSE w języku C++?;bool;decimal;byte;char;A;;;302
;256;256. Natężenie dźwięku na stanowisku pracy w biurze nie może przekraczać;50 dB;45 dB;40 dB;55 dB;B;;;305
;257;257. Mechanizm pozwalający programowi czytać informacje o samym sobie to;asemblacja;lustro;instacjonowanie;refleksja;D;;;305
;258;258. Jaki typ służy do przechowywania wartości całkowitych z zakresu 0 do 255 w języku C++?;unsigned char;char;unsigned short;short;A;;;302
;259;259. Metoda ustawiająca prywatne pole to;metoda abstrakcyjna;getter;setter;metoda wirtualna;C;;;304
;260;260. W języku C# delegat jest to;specjalny typ do przechowywania typów prostych;specjalny typ do przechowywania referencji na funkcję;specjalny typ pełniący rolę wskaźnika do poruszania się po pliku;specjalny typ pełniący rolę iteratora po kolekcji;B;;;305
;261;261. Do testowania REST API wykorzystuje się program;Postman;ApiViewer;Putty;RestTeamViewer;A;;;305
;262;262. W języku C, aby wypisać odpowiednio string, znak, liczbę całkowitą ze znakiem oraz liczbę zmiennoprzecinkową za pomocą funkcji print(), należy posłużyć się ciągiem formatującym;%s %c %d %f;%c %s %u %x;%f %c %s %u;%d %u %f %c;A;;;305
;263;263. Elementem języka C++, który pozwala definiować własne typy jest?;typ wyliczeniowy enum;klasa;struktura;wszystkie pozostałe;D;;;305
;264;264. Wartość wyrażenia !5 w języku C++ to;1;undefined;false;0xE;C;;;305
;265;265. Przykładem algorytmu typu dziel i zwyciężaj jest?;quick-sort;algorytm kruskala;algorytm Dijkstra;insert-sort;A;;;304
;266;266. Przedstawiając algorytm za pomocą bloków, blok start/stop narysujemy w kształcie?;Równoległoboku.;Elipsy.;Trójkąta.;Prostokąta.;B;;;304
;267;267. Algorytm można przedstawić za pomocą?;Pseudokodem.;Każdym z wymienionych sposobów.;Schematem blokowym.;Opisem słownym.;B;;;304
;268;268. Z ilu klas może dziedziczyć klasa w C#/Java/Python?;1;dowolnej ilości;0;2;A;;;304
;269;269. Przekazywanie zależności do klasy poprzez konstruktor nazywane jest;wstrzykiwaniem zależności;żadnym z wymienionych;dziedziczeniem zależności;odwracaniem zależności;A;;;305
;270;270. Interfejs to konstrukcja znana np. z język C#. Jest ona podobna do;klasy abstrakcyjnej;zwykłej klasy;struktury;uni;A;;;301
;271;271. Plik źródłowy języka C# ma rozszerzenie?;.sc;.cc;.cs;.cp;C;;;305
;272;272. Pojęcie tablicy postrzępionej w języku C#, oznacza:;każdą tablicę w języku C#, niezależnie od jej wymiaru;tablicę dwuwymiarową, gdzie każda podtablica jest równa;tablicę dwuwymiarową, gdzie każda podtablica ma nieparzystą ilość elementów;tablicę dwuwymiarową, gdzie każda podtablica jest innego rozmiaru;D;;;305
;273;273. Które zdanie o funkcji skrótu nie jest prawdziwe?;"""hash"" uzyskany z funkcji skrótu jest odwracalny.";"Wynik funkcji skrótu to tak zwany ""hash"".";Funkcja skrótu przypisuje dowolnie dużej wartości krótką wartość o stałym rozmiarze.;"""hash"" uzyskany z funkcji skrótu jest nieodwracalny.";A;;;305
;274;274. Na obrazku klasa Repository jest dla klasy Server?;Zależnością twardą.;Żadne z wymienionych.;Klasą pochodną.;Zależnością miękką.;D;images/274.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/274.png;304
;275;275. Typem delegata w języku C# nie jest?;Predicate;Func;Task;Action;C;;;305
;276;"276. Jakiego przełącznika należy użyć z poleceniem ""git reset"", aby cofnięte zmiany wylądowały na ""stage""?";--medium;--hard;--mixed;--soft;D;;;305
;277;277. Testy jednostkowe składają się z trzech głównych faz w kolejności;assert/arrange/act;assert/act/arrange;act/assert/arrange;arrange/act/assert;D;;;305
;278;278. Zasada mówiąca o tym by unikać powtórzeń w kodzie to;YAGNI;DRY;SOLID;KISS;B;;;305
;279;279. Na ilustracji został przedstawiony Diagram UML:;diagram klas;diagram ERD;diagram przypadków użycia;diagram aktywności;C;images/279.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/279.png;305
;280;"280. W języku C# delegat ""Func<int, dobule, bool>"", zwraca:";int;bool;double;nic;B;;;305
;281;281. Typem danych wykorzystywanym do precyzyjnego przechowywania liczb ułamkowych w języku C# jest:;double;dynamic;decimal;float;C;;;302
;282;"282. ""Indexer"", to konstrukcja języka C#, która";jest odpowiednikiem przeciążonego operatora &;jest odpowiednikiem przeciążonego operatora [];jest odpowiednikiem przeciążonego operatora ();jest odpowiednikiem przeciążonego operatora (type);B;images/282.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/282.png;305
;283;283. Listę plików/katalogów, które są ignorowane przez system kontroli wersji git należy umieścić w pliku:;.gitsettings;.configgit;.ignoregit;.gitignore;D;;;305
;284;284. TDD (Test Driven Development) to:;metodologia pisania oprogramowania, gdzie testy pisze się przed kodem testowanym;wzorzec projektowy;metodologia pisania oprogramowania, gdzie testy wykorzystuje się do dokumentowania kodu;wszystkie odpowiedzi są błędne;A;images/284.png;https://www.praktycznyegzamin.pl/inf04/teoria/wszystko/inf04/284.png;305
;285;285. Skrót SPA oznacza:;Super-Pure Application;Super-Page Application;Simple-Page Application;Single-Page Application;D;;;305
;286;286. Rozwinięciem skrótu ORM jest:;Object Relational Mapping;Object Relational Macro;Object Reconstruct Mapping;Object Relational Model;A;;;305
;287;287. Metodą protokołu HTTP/HTTPS odpowiedzialną za aktualizowanie danych jest;POST;PUT;HEAD;GET;B;;;305
;288;288. API typu REST wymienia dane w formacie zwanym;JSON;JWT;XML;HTML;A;;;305
;289;289. Podatność stron internetowych polegająca na wstrzykiwaniu własnego kodu do strony to;XSS;Hijacking;SQL Injection;Data Poisoning;A;;;305
;290;290. Kategorią zagrożeń na stanowisku pracy nie są;zagrożenia chemiczne;zagrożenia biologiczne;zagrożenia fizyczne;zagrożenia psychofizyczne;B;;;305
;291;291. Czym jest automatyzacja procesu testowania?;Procesem integracji testów w środowisku programistycznym;Wykorzystaniem narzędzi i skryptów do przeprowadzania testów automatycznie bez ingerencji człowieka;Weryfikacją poprawności działania aplikacji na urządzeniach mobilnych;Kompilacją kodu w celu optymalizacji wydajności;B;;;305
;292;292. Który rodzaj testów służy do weryfikacji funkcji prototypu interfejsu?;Testy wydajnościowe;Testy interfejsu;Testy zgodności;Testy obciążeniowe;B;;;301
;293;293. Czym charakteryzują się testy interfejsu?;Testy wydajnościowe;Sprawdzają poprawność działania elementów graficznych i interakcji użytkownika z aplikacją;Testują zgodność aplikacji z wymogami prawnymi;Optymalizują kod aplikacji;B;;;301
;294;294. Co powinno zostać uwzględnione w scenariuszu testowym aplikacji?;Szczegółowe instrukcje dotyczące implementacji kodu;Dokumentacja techniczna aplikacji;Plan wdrożenia aplikacji w środowisku produkcyjnym;Opis kroków testowych, oczekiwanych wyników i warunków wstępnych;D;;;305
;295;295. Który rodzaj testów sprawdza użyteczność aplikacji z perspektywy użytkownika końcowego?;Testy obciążeniowe;Testy funkcjonalne;Testy użyteczności;Testy zgodności;C;;;305
;296;296. Który z poniższych przykładów jest testem niefunkcjonalnym?;Testowanie wydajności aplikacji pod dużym obciążeniem;Sprawdzenie poprawności logowania użytkownika;Weryfikacja poprawności działania przycisku;Sprawdzenie obsługi formularza rejestracji;A;;;305
;297;297. Czym różnią się testy funkcjonalne od niefunkcjonalnych?;Testy funkcjonalne sprawdzają wydajność aplikacji, a niefunkcjonalne poprawność kodu;Testy funkcjonalne sprawdzają zgodność działania aplikacji z założeniami, a niefunkcjonalne testują aspekty wydajności, bezpieczeństwa i użyteczności;Testy funkcjonalne są przeprowadzane tylko przez użytkowników końcowych, a niefunkcjonalne przez programistów;Testy funkcjonalne skupiają się na interfejsie, a niefunkcjonalne na zapleczu aplikacji;B;;;305
;298;298. Do czego służy dokumentacja wdrożeniowa?;Do zarządzania bazą danych aplikacji;Do testowania wydajności aplikacji;Do tworzenia zadań w systemie kontroli wersji;Do opisania procesu instalacji i konfiguracji aplikacji w środowisku produkcyjnym;D;;;305
;299;299. Które z poniższych nie jest elementem instrukcji użytkownika programu?;Opis procedur testowych i wyników przeprowadzonych testów;Plan wdrożenia aplikacji;Instrukcje dotyczące optymalizacji kodu;Dane techniczne serwera;A;;;305
;300;300. Co zawiera dokumentacja wdrożenia projektu?;Opis błędów znalezionych podczas testów;Informacje o etapach implementacji aplikacji w środowisku produkcyjnym;Plan marketingowy aplikacji;Instrukcję obsługi aplikacji dla użytkowników końcowych;B;;;305
;301;301. Co należy uwzględnić w instrukcji użytkownika aplikacji?;Opis instalacji, konfiguracji i obsługi programu;Opis struktur danych używanych w kodzie;Plan wdrożenia projektu;Opis narzędzi programistycznych użytych podczas tworzenia aplikacji;A;;;305
;302;302. Czym jest dokumentacja pomocy programu?;Dokumentem zawierającym szczegóły techniczne kodu źródłowego;Instrukcją wyjaśniającą, jak korzystać z funkcji programu;Zbiorem testów jednostkowych i wyników;Dokumentem zawierającym plany rozwoju aplikacji;B;;;305
;303;303. Który z poniższych elementów należy uwzględnić w dokumentacji kodu programu?;Szczegóły konfiguracji serwera;Lista błędów wykrytych podczas testów;Opis funkcji, klas i zmiennych w kodzie;Plan marketingowy aplikacji;C;;;305
;304;304. Do czego służą komentarze w kodzie źródłowym programu?;Do dokumentowania działania kodu i ułatwienia jego zrozumienia;Do uruchamiania kodu w trybie debugowania;Do definiowania zmiennych globalnych;Do optymalizacji wydajności kodu;A;;;305
;305;305. Który etap pozwala na poprawienie wydajności aplikacji przed jej publikacją?;Optymalizacja kodu;Testowanie jednostkowe;Tworzenie interfejsu graficznego;Dodawanie komentarzy do kodu;A;;;305
;306;306. Co należy zrobić po znalezieniu błędu w kodzie podczas testowania?;Zignorować błąd, jeśli aplikacja działa poprawnie;Poprawić błąd i ponownie przetestować aplikację;Zgłosić błąd do użytkownika końcowego;Usunąć moduł zawierający błąd;B;;;305
;307;307. Które narzędzie może być używane do automatycznego testowania aplikacji webowych?;Postman;Blender;Selenium;Visual Studio Code;C;;;305
;308;308. Który z poniższych sposobów może służyć optymalizacji kodu źródłowego?;Usunięcie nieużywanych zmiennych i funkcji;Zwiększenie liczby instrukcji warunkowych;Użycie większej liczby komentarzy w kodzie;Zastąpienie zmiennych globalnych lokalnymi;A;;;305
;309;309. Co oznacza termin debugowanie w programowaniu?;Publikowanie aplikacji w środowisku produkcyjnym;Opracowywanie nowych funkcji aplikacji;Wyszukiwanie i usuwanie błędów w kodzie;Tworzenie dokumentacji kodu;C;;;305
;310;310. Który z poniższych etapów jest częścią testowania aplikacji?;Tworzenie bazy danych;Debugowanie kodu w celu znalezienia błędów;Tworzenie interfejsu graficznego;Kompilowanie aplikacji;B;;;305
;311;311. Czym jest walidacja kodu programu?;Procesem tworzenia dokumentacji kodu;Procesem publikowania aplikacji w sklepie;Procesem kompilowania kodu;Procesem sprawdzania poprawności i zgodności kodu z założeniami;D;;;305
;312;312. Który z poniższych mechanizmów pozwala na ograniczenie dostępu do niektórych części aplikacji webowej?;Dynamiczne formularze;System logowania i kontroli dostępu;Statyczne pliki CSS;Mechanizm renderowania treści;B;;;305
;313;313. Jakie dane mogą być przechowywane w ciasteczkach przeglądarki?;Wrażliwe dane użytkownika, takie jak hasła;Preferencje użytkownika, takie jak język lub motyw witryny;Dane przechowywane w bazie danych;Kod źródłowy aplikacji webowej;B;;;302
;314;314. Który z poniższych elementów najlepiej opisuje funkcjonalność e-sklepu?;System zarządzania koszykiem i realizacją zamówień;Dostęp do bazy danych użytkownika;Obsługa serwera e-mail;Mechanizm renderowania grafiki 3D;A;;;305
;315;315. Która technologia jest używana do integracji aplikacji webowej z bazą danych?;HTTP;SQL;CSS;JavaScript;B;;;305
;316;316. Który element jest niezbędny w dynamicznym formularzu logowania?;Plik graficzny;Nagłówek HTTP;Tabela w bazie danych;Pola tekstowe do wprowadzania danych użytkownika;D;;;305
;317;317. Który framework wspiera tworzenie dynamicznych interfejsów użytkownika przy użyciu TypeScript?;Angular;ASP.NET Core;jQuery;Django;A;;;301
;318;318. Co jest głównym celem stosowania frameworka Node.js w aplikacjach webowych?;Tworzenie aplikacji mobilnych;Testowanie API;Obsługa aplikacji serwerowych i przetwarzanie asynchroniczne;Projektowanie graficznego interfejsu użytkownika;C;;;301
;319;319. Który framework opiera się na tworzeniu komponentów w języku JavaScript?;Node.js;React.js;Django;ASP.NET Core;B;;;301
