id;question_id;question;a;b;c;d;correct;image;image_fallback;category_name
;220;220. System operacyjny został zaatakowany przez oprogramowanie szpiegujące. Po usunięciu usterek, aby uniknąć kolejnego ataku, zaleca się;wykonanie defragmentacji dysku;ustawienie czyszczenia pamięci podręcznej.;zainstalowanie oprogramowania antyspyware;utworzenie dwóch partycji na dysku twardym;C;;;inf_02
;221;221. Wskaż należność brutto za wykonanie wymienionych w tabeli czynności serwisowych, jeśli koszt jednej roboczogodziny wynosi 120,00 zł netto, a stawka podatku VAT wynosi 23%.;231,00 zł;300,00 zł;369,00 zł;480,00 zł;C;images/221.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/221.jpg;inf_02
;222;222. Aby po uruchomieniu systemu Windows automatycznie włączał się program Kalkulator, należy wykonać konfigurację;pliku wymiany.;funkcji Snap i Peak.;pulpitu systemowego.;harmonogramu zadań.;D;;;inf_02
;223;223. Do sprawdzenia przedstawionej konfiguracji interfejsów sieciowych w systemie Linux użyto polecenia;ping;ip route;ifconfig;ip addr down;C;images/223.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/223.jpg;inf_02
;224;224. Wskaż polecenie systemu Linux służące do sprawdzenia, w którym katalogu znajduje się użytkownik.;cls;pwd;path;mkdir;B;;;inf_02
;225;225. W systemach z rodziny Windows system EFS służy do zabezpieczenia danych poprzez ich;archiwizowanie.;przenoszenie.;szyfrowanie.;kopiowanie.;C;;;inf_02
;226;226. Usługa systemu Windows Server, służąca do zdalnej instalacji systemów operacyjnych na komputerach zarządzanych przez serwer, to;FTP;DFS;GPO;WDS;D;;;inf_02
;227;227. Którą rolę serwera należy dodać w systemach z rodziny Windows Server, aby możliwe było utworzenie nowej witryny FTP?;IIS;SSH;RRAS;DHCP;A;;;inf_02
;228;228. W systemie Linux do zablokowania hasła użytkownika egzamin należy użyć polecenia;passwd –p egzamin;userdel –r egzamin;usermod –L egzamin;useradd –d egzamin;C;;;inf_02
;229;229. Wskaż polecenie systemu Windows Server służące do usunięcia jednostki organizacyjnej z katalogu.;dsrm;dsadd;adprep;redircmp;A;;;inf_02
;230;230. W systemie Linux do zarządzania tablicami partycji można wykorzystać polecenie;free;lspci;fdisk;iostat;C;;;inf_02
;231;231. Aby w systemie Windows Server zarejestrować udane i nieudane próby logowania użytkowników oraz operacje na zasobach dyskowych, należy skonfigurować dziennik;systemu.;ustawień.;zabezpieczeń.;aplikacji i usług.;C;;;inf_02
;232;232. Materiałem eksploatacyjnym dla kolorowej drukarki laserowej jest;pamięć wydruku;podajnik papieru;kartridż z tonerem;przetwornik CMOS;C;;;inf_02
;233;233. W systemie Windows do zarządzania programami i usługami uruchamianymi wraz ze startem systemu operacyjnego można wykorzystać program;config.sys;autorun.inf;autoexec.bat;msconfig.exe;D;;;inf_02
;234;234. Który z adresów IP jest adresem prywatnym?;192.168.0.1;190.5.7.126;131.107.5.65;38.176.55.44;A;;;inf_02
;235;235. Wskaż poprawną postać maski podsieci.;255.255.255.64;255.255.255.96;255.255.255.192;255.255.255.228;C;;;inf_02
;236;236. Który port jest domyślny dla protokołu HTTPS?;80;143;443;8080;C;;;inf_02
;237;237. Który protokół komunikacyjny służy do transferu plików w architekturze klient-serwer oraz może działać w dwóch trybach: aktywnym i pasywnym?;IP;FTP;DNS;EI-SI;B;;;inf_02
;238;238. Wskaż ostatni możliwy do wykorzystania adres IP przeznaczony do adresacji hosta w podsieci 196.10.20.0/26.;196.10.20.0;196.10.20.1;196.10.20.62;196.10.20.63;C;;;inf_02
;239;239. Zastosowanie którego urządzenia w sieci komputerowej nie zmieni liczby domen kolizyjnych?;Mostu (ang. Bridge);Rutera (ang. Router);Przełącznika (ang. Switch);Koncentratora (ang. Hub);D;;;inf_02
;240;240. Interfejsem umożliwiającym przesyłanie danych pomiędzy płytą główną, a urządzeniem zewnętrznym, bez równoczesnego zasilenia urządzenia poprzez ten interfejs, jest;PCI;USB;PCIe;SATA;D;;;inf_02
;241;241. Zachowaniem asertywnym jest między innymi;zaniżanie własnej samooceny.;duża podatność na naciski i manipulacje.;brak umiejętności kontrolowania własnych emocji.;umiejętność odmawiania innym w kulturalny sposób;D;;;inf_02
;242;242. Na podstawie tabeli wskaż prawidłową kolejność etapów wykonania szkolnej sieci komputerowej.;1, 2, 4, 5, 3, 6;1, 3, 2, 4, 5, 6;1, 5, 4, 2, 3, 6;1, 5, 2, 3, 4, 6;C;images/242.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/242.jpg;inf_02
;243;243. W przypadku, gdy ruter jest urządzeniem brzegowym dwóch domen kolizyjnych, jego rolą jest;tłumaczenie nazw mnemonicznych na adresy MAC.;całkowite wyeliminowanie kolizji w każdej z domen.;przekazywanie pakietów TCP/IP z sieci źródłowej do docelowej.;przetwarzanie przesyłanych danych między domenami do ich postaci kanonicznej.;C;;;inf_02
;244;244. Którą czynność należy wykonać, aby zamienić profil mobilny na profil obowiązkowy użytkownika?;Usunąć plik NTUSER.DAT;Usunąć plik NTUSER.MAN;Zmienić rozszerzenie pliku NTUSER z MAN na DAT;Zmienić rozszerzenie pliku NTUSER z DAT na MAN;D;;;inf_02
;245;245. Kontrolne badanie profilaktyczne, przeprowadzane na podstawie skierowania od pracodawcy, dotyczy;osoby przyjmowanej do pracy;każdego pracownika, co 3 lata, niezależnie od rodzaju wykonywanej pracy;pracownika, którego niezdolność do pracy z powodu choroby trwała ponad 30 dni;pracownika młodocianego kierowanego na praktyki zawodowe i zajęcia praktyczne;C;;;inf_02
;246;246. Zgodnie z tabelą z dokumentacji technicznej gry komputerowej wymagana wielkość pliku wymiany wynosi;1 GB;2 GB;8 GB;256 MB;A;images/246.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/246.jpg;inf_02
;247;247. Licencja wolnego i otwartego oprogramowania to;Trial;OEM;Adware;GNU GPL;D;;;inf_02
;248;248. Złącze uniwersalne: 2,5 mm / 125 mm Długość fali: 850 kalibrowane, 1300, 1310, 1490, 1550 nm Wyświetlacz 4-cyfrowy umożliwia precyzyjne pomiary w dBm, dB, i UW Intuicyjna obsługa 2-przyciskowa Zakres pomiarowy: od +5 do -60 dBm Dokładność: +/- 0,15 dB Rozdzielczość: 0,01 dBm Liniowość: +/- 0,20 dB Urządzenie przedstawione na rysunku wraz ze specyfikacją techniczną można wykorzystać do pomiarów okablowania;telefonicznego.;skrętki kat. 5e/6.;koncentrycznego.;światłowodowego.;D;images/248.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/248.jpg;inf_02
;249;249. Rysunek przedstawia panel konfiguracyjny bezprzewodowego urządzenia dostępowego, który umożliwia;nadanie nazwy hosta.;przypisanie maski podsieci.;konfigurację serwera DHCP.;przypisanie adresów MAC kart sieciowych.;C;images/249.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/249.jpg;inf_02
;250;250. Wydane na filmie polecenia wykonane w systemie Windows spowodują;usunięcie pliku tekstowego test.txt z katalogu C:\egzamin;zmianę uprawnień konta administrator do katalogu C:\egzamin na r-x;utworzenie i ukrycie pliku tekstowego zawierającego listę plików z katalogu C:\egzamin;ustawienie atrybutu zabezpieczającego przed przypadkowym usunięciem katalogu C:\egzamin;C;;;inf_02
;251;251. W systemie operacyjnym Ubuntu konto użytkownika student można usunąć za pomocą polecenia;userdel student;del user student;net user student /del;user net student /del;A;;;inf_02
;252;252. Serwer Windows z zainstalowaną i skonfigurowaną usługą Active Directory, kontrolujący uwierzytelnianie i autoryzację użytkowników domenowych nosi nazwę;serwera DHCP.;serwera WWW.;kontrolera portów.;kontrolera domeny.;D;;;inf_02
;253;253. Wykonanie polecenia net localgroup w systemie Windows spowoduje;defragmentację plików.;skompresowanie wszystkich plików.;utworzenie dowolnej grupy użytkowników.;wyświetlenie lokalnych grup użytkowników.;D;;;inf_02
;254;254. Które zmiany w funkcjonowaniu organizmu w płaszczyźnie fizjologicznej może powodować stres?;Rozdrażnienie.;Odczuwanie lęku.;Przyśpieszony puls.;Poczucie osamotnienia.;C;;;inf_02
;255;255. Ile par przewodów skrętki miedzianej kategorii 5e wykorzystuje się do transmisji danych w standardzie sieci Ethernet 100Base-TX?;1;2;3;4;B;;;inf_02
;256;256. Przedstawiony schemat obrazuje zasadę działania skanera;2D;3D;ręcznego;płaskiego;B;images/256.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/256.jpg;inf_02
;257;257. Do serwisu komputerowego dostarczono laptop z matrycą bardzo słabo wyświetlającą obraz. Ponadto obraz jest bardzo ciemny i widoczny tylko z bliska. Przyczyną usterki jest;pęknięta matryca.;uszkodzony inwerter.;uszkodzone gniazdo HDMI.;zerwane łącze między płytą główną a matrycą.;B;;;inf_02
;258;258. Aby uzyskać maksymalną wydajność obliczeniową komputera, którego płyta główna jest przedstawiona na ilustracji, zaleca się;zastosowanie dysku SAS.;zastosowanie kontrolera RAID.;zainstalowanie dwóch procesorów.;zainstalowanie pamięci RAM we wszystkich gniazdach.;C;images/258.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/258.jpg;inf_02
;259;259. Który port na przedstawionej płycie głównej umożliwia podłączenie zewnętrznego dysku poprzez interfejs e-SATA?;1;2;3;4;B;images/259.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/259.jpg;inf_02
;260;260. Na podstawie instrukcji przełącznika wskaż, która z opcji menu przywraca ustawienia fabryczne.;Reset System;Reboot Device;Firmware Upgrade;Save Configuration;A;images/260.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/260.jpg;inf_02
;261;261. Do podłączenia dysku wyposażonego w interfejs SAS należy zastosować;złącze 1;złącze 2;złącze 3;złącze 4;D;images/261.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/261.jpg;inf_02
;262;262. Toner jest stosowany w drukarkach;igłowych;laserowych;sublimacyjnych;atramentowych;B;;;inf_02
;263;263. Odpowiednikiem maski 255.255.252.0 jest prefiks;/22;/23;/24;/25;A;;;inf_02
;264;264. Parametrem opóźnienia określającym czas potrzebny do odczytania danych przez kontroler pamięci od momentu wysłania żądania jest;CAS Latency (CL);RAS Precharge (RP);Command Rate (CR);Serial presence detect (SPD);A;;;inf_02
;265;265. Jedną z przyczyn pokazanego na ilustracji problemu z wydrukiem z drukarki laserowej może być;brak tonera w kasecie;uszkodzony podajnik papieru;uszkodzony bęben światłoczuły;zaschnięty tusz na głowicy drukującej;C;images/265.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/265.jpg;inf_02
;266;266. Przedstawiony opis dotyczy;podłączenia zasilacza awaryjnego;montażu procesora na płycie głównej;podłączania zasilania do płyty głównej;procedury wymiany radiatora z wentylatorem;C;images/266.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/266.jpg;inf_02
;267;267. Na którym rysunku przedstawiono topologię sieci typu rozszerzona gwiazda?;Na rysunku 1;Na rysunku 2;Na rysunku 3;Na rysunku 4;D;images/267.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/267.jpg;inf_02
;268;268. W systemie Windows profil użytkownika tworzony podczas pierwszego logowania do komputera i przechowywany na lokalnym dysku twardym komputera, charakteryzujący się tym, że każda jego modyfikacja dotyczy jedynie komputera, na którym została ona wprowadzona, to profil;lokalny;mobilny;tymczasowy;obowiązkowy;A;;;inf_02
;269;269. Co stanie się w wyniku wykonania przedstawionego skryptu?;"Zostanie wpisany tekst ""ola.txt"" do pliku ala.txt";"Zostanie wpisany tekst ""ala.txt"" do pliku ola.txt";Zawartość pliku ola.txt zostanie skopiowana do pliku ala.txt;Zawartość pliku ala.txt zostanie skopiowana do pliku ola.txt;A;images/269.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/269.jpg;inf_02
;270;270. W filmie przedstawiono adapter;DisplayPort – HDMI;DisplayPort – DVI;HDMI – FireWire;HDMI – D-Sub;A;;;inf_02
;271;271. Aby, za pomocą polecenia ping, było możliwe sprawdzenie poprawności komunikacji z innymi urządzeniami pracującymi w sieci, należy w zaporze Windows skonfigurować reguły dotyczące protokołu;UDP;TCP;ICMP;IGMP;C;;;inf_02
;272;272. Które urządzenie jest przedstawione na ilustracji?;przełącznik;koncentrator;zasilacz PoE;punkt dostępowy;D;images/272.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/272.jpg;inf_02
;273;273. Centralny punkt infrastruktury sieciowej, z którego rozprowadzane jest okablowanie szkieletowe, to punkt;pośredni;abonencki;dostępowy;dystrybucyjny;D;;;inf_02
;274;274. Używanie na platformie do zarządzania projektem informatycznym komunikatów pisemnych w celu porozumiewania się szefa ze współpracownikami spowoduje;brak odpowiedzialności za realizowane zadania;trudności w komunikacji z dużą grupą pracowników;lepszy przepływ informacji niż tradycyjna komunikacja ustna;opóźnienie terminu realizacji projektu z powodu niewiedzy pracowników;C;;;inf_02
;275;275. Którego polecenia, z odpowiednimi parametrami należy użyć, aby ustawić w systemach operacyjnych rodziny Windows właściwość pliku na tylko do odczytu?;set;attrib;ftype;chmod;B;;;inf_02
;276;276. Zgodnie z Kodeksem pracy do obowiązków pracownika w zakresie bezpieczeństwa i higieny pracy należy;odpowiedzialność za stan BHP w zakładzie pracy;dbanie o właściwy stan maszyn, urządzeń, narzędzi i sprzętu;prowadzenie spójnej polityki zapobiegania wypadkom przy pracy;zapewnianie wykonywania zaleceń społecznego inspektora pracy;B;;;inf_02
;277;277. Którym poleceniem w systemie Linux można przypisać adres IP i maskę podsieci dla interfejsu eth0?;ipconfig eth0 172.16.31.1 mask 255.255.0.0;ifconfig eth0 172.16.31.1 mask 255.255.0.0;ifconfig eth0 172.16.31.1 netmask 255.255.0.0;ipconfig eth0 172.16.31.1 netmask 255.255.0.0;C;;;inf_02
;278;278. Który z wymienionych mechanizmów zapewni najwyższy poziom bezpieczeństwa sieci bezprzewodowych standardu 802.11n?;WPS (Wi-Fi Protected Setup);WPA (Wi-Fi Protected Access);WEP (Wired Equivalent Privacy);WPA2 (Wi-Fi Protected Access II);D;;;inf_02
;279;279. Która topologia fizyczna charakteryzuje się nadmiarowymi połączeniami pomiędzy urządzeniami sieci?;siatki;gwiazdy;magistrali;pierścienia;A;;;inf_02
;280;280. Programem umożliwiającym wydzielenie logicznych części dysku twardego w systemie GNU/Linux jest;fdisk;format;convert;truncate;A;;;inf_02
;281;281. Ile bitów przeznaczonych jest na adresację hostów w sieci z maską 255.255.255.224?;3 bity;4 bity;5 bitów;6 bitów;C;;;inf_02
;282;282. Protokołem aplikacyjnym używanym przez WWW jest;SFTP;LAGP;IPSec;HTTPS;D;;;inf_02
;283;283. Który symbol oznacza przełącznik?;symbol 1;symbol 2;symbol 3;symbol 4;D;images/283.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/283.jpg;inf_02
;284;284. Wskaż materiał eksploatacyjny typowy dla drukarek żelowych.;materiał 1;materiał 2;materiał 3;materiał 4;C;images/284.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/284.jpg;inf_02
;285;285. Poleceniem służącym do śledzenia trasy pakietów przesyłanych z komputera do punktu docelowego w sieci komputerowej jest;ping;route;tracert;nslookup;C;;;inf_02
;286;286. Wymiana uszkodzonych kondensatorów karty graficznej możliwa jest przy pomocy;żywicy epoksydowej;kleju cyjanoakrylowego;lutownicy z cyną i kalafonią;wkrętaka krzyżowego i opaski zaciskowej;C;;;inf_02
;287;287. Urządzeniem, które zapewnia ochronę przed atakami z sieci i może pełnić inne dodatkowe funkcje, jak np. szyfrowanie przesyłanych danych czy automatyczne powiadamianie administratora systemu o włamaniu, jest;regenerator;koncentrator;punkt dostępowy;firewall sprzętowy;D;;;inf_02
;288;288. Które zadanie realizuje protokół ARP (Address Resolution Protocol)?;Ustala adres MAC na podstawie adresu IP;Przesyła informacje zwrotne o problemach z siecią;Kontroluje przepływ pakietów wewnątrz systemów autonomicznych;Zarządza grupami multicastowymi w sieciach opartych na protokole IP;A;;;inf_02
;289;289. Jak nazywa się rodzaj licencji, na której program jest w pełni funkcjonalny, ale można go uruchomić jedynie określoną, niewielką liczbę razy od momentu instalacji?;Donationware;Adware;Trial;Box;C;;;inf_02
;290;290. Który parametr polecenia ipconfig w systemie Windows powoduje odnowienie konfiguracji adresów IP?;/renew;/release;/flushdns;/displaydns;A;;;inf_02
;291;291. Na przedstawionym schemacie blokowym element płyty głównej odpowiedzialny za wymianę danych między mikroprocesorem a pamięcią operacyjną RAM oraz magistralą karty graficznej jest na rysunku oznaczony numerem;6;5;4;3;A;images/291.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/291.jpg;inf_02
;292;292. Protokół, który tłumaczy nazwy domenowe na adresy IP, to;DNS;ARP;ICMP;DHCP;A;;;inf_02
;293;293. Do którego rodzaju wtyków jest stosowana przedstawiona na rysunku zaciskarka?;BNC;8P8C;6P2C;SC/APC;A;images/293.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/293.jpg;inf_02
;294;294. Na rysunkach technicznych instalacji sieci komputerowej wraz z dedykowaną jej instalacją elektryczną symbolem przedstawionym na rysunku oznacza się gniazdo;telefoniczne;ethernetowe;elektryczne bez styku ochronnego;elektryczne ze stykiem ochronnym;D;images/294.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/294.jpg;inf_02
;295;295. Wskaż typ złącza przedstawionej karty graficznej.;AGP x2;AGP x8;PCI-E x4;PCI-E x16;D;images/295.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/295.jpg;inf_02
;296;296. Która przystawka w systemie Windows umożliwia sprawdzenie stanu sprzętu, aktualizację sterowników oraz rozwiązanie konfliktów urządzeń?;services.msc;eventvwr.msc;perfmon.msc;devmgmt.msc;D;;;inf_02
;297;297. Które medium transmisyjne zapewnia najmniejsze narażenie na zakłócenia elektromagnetyczne przesyłanego sygnału?;Kabel światłowodowy;Czteroparowy kabel FTP;Gruby kabel koncentryczny;Cienki kabel koncentryczny;A;;;inf_02
;298;298. Programem służącym do utworzenia archiwum danych w systemie Linux jest;compact;lzma;fsck;tar;D;;;inf_02
;299;299. Analiza wyświetlonych przez program danych, pozwala stwierdzić, że;jeden dysk twardy został podzielony na 6 partycji podstawowych;zamontowano trzy dyski twarde oznaczone sda1, sda2 oraz sda3;partycja rozszerzona ma wielkość 24,79 GiB;partycja wymiany zajmuje 2 GiB;D;images/299.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/299.jpg;inf_02
;300;300. Które z przedstawionych źródeł stresu jest zaliczane do czynników fizycznych?;Wahania temperatury otoczenia;Nadmiar zadań;Pośpiech;Mobbing;A;;;inf_02
;301;301. Woda jest środkiem gaśniczym, którego należy użyć podczas gaszenia pożaru;gazów palnych;mebli biurowych;pracującej drukarki;instalacji elektrycznej;B;;;inf_02
;302;302. Wskaż adres rozgłoszeniowy sieci, do której należy host o adresie 88.89.90.91/8;91.255.255.255;88.255.255.255;91.89.255.255;88.89.255.255;B;;;inf_02
;303;303. Które porty rutera muszą być otwarte, aby użytkownicy sieci lokalnej mogli pobierać pliki z serwera FTP działającego w trybie aktywnym na domyślnych portach?;20 i 21;22 i 25;80 i 443;110 i 995;A;;;inf_02
;304;304. Aby uruchomić przedstawione narzędzie systemu Windows 10, należy w interpreterze poleceń użyć;control userpasswords2;﻿show userpasswords;net localgroup;net users;A;images/304.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/304.jpg;inf_02
;305;305. Metoda dostępu do medium CSMA/CA jest stosowana w sieci o standardzie;IEEE 802.1;IEEE 802.3;IEEE 802.8;IEEE 802.11;D;;;inf_02
;306;306. Zainstalowanie serwera stron internetowych w rodzinie systemów Windows Server umożliwia rola;usługi plików;serwera aplikacji;serwera sieci Web;usługi pulpitu zdalnego;C;;;inf_02
;307;307. Protokół komunikacyjny używany w sieciach komputerowych do obsługi odległego terminala w architekturze klient-serwer, który nie zapewnia bezpieczeństwa przesyłanych informacji i pracuje wyłącznie w trybie tekstowym, to;Telnet;Secure Shell;Internet Protocol;Remote Desktop Protocol;A;;;inf_02
;308;308. Wskaż standard interfejsu stosowanego do przewodowego połączenia dwóch urządzeń;WiMAX;802.11ac;IEEE 1394;IEEE 802.15.1;C;;;inf_02
;309;309. Podłączając drukarkę wyposażoną w złącze równoległe do komputera, który dysponuje tylko portami USB, należy zastosować adapter;USB na LPT;USB na PS/2;USB na COM;USB na RS-232;A;;;inf_02
;310;310. Na serwerze DNS rekordem wskazującym serwer nazw, który jest tworzony automatycznie w momencie konfigurowania strefy wyszukiwania do przodu jest rekord;A;NS;MX;PTR;B;;;inf_02
;311;311. Na podstawie dokumentacji technicznej procesora wskaż liczbę jego wątków;6;12;16;24;D;images/311.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/311.jpg;inf_02
;312;312. Wadą metody sieciowej analizy oszacowania czasu trwania zadania jest;nieskomplikowany wzór obliczenia wartości czasu;możliwość oceny ryzyka czasowego ukończenia zadań i projektu;mała elastyczność w trakcie realizacji projektu ze względu na deterministyczny charakter sieci;możliwość szacowania prawdopodobieństwa ukończenia zadań jak i całego projektu w zadanym terminie;C;;;inf_02
;313;313. Równoważnym zapisem 2 32 bajtów jest zapis;1 GiB;2 GiB;4 GiB;8 GiB;C;;;inf_02
;314;314. Na rysunku przedstawiono narzędzie do;zaciskania złącz BNC;zaciskania złącz 8P8C;zdejmowania izolacji z kabli;montażu okablowania w gnieździe sieciowym;C;images/314.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/314.jpg;inf_02
;315;315. Miarą podawaną w decybelach, będącą różnicą mocy sygnału przesyłanego w parze zakłócającej i sygnału wytworzonego w parze zakłócanej jest;rezystancja pętli;przesłuch zbliżny;opóźnienie propagacji;poziom mocy wyjściowej;B;;;inf_02
;316;316. Który zapis w systemie binarnym odpowiada liczbie 111 zapisanej w systemie dziesiętnym?;1101111;1110111;1111110;1111111;A;;;inf_02
;317;317. Aby zabezpieczyć nowo zainstalowany system operacyjny przed działaniem szkodliwego oprogramowania, program antywirusowy należy zainstalować;po zainstalowaniu programów narzędziowych z Internetu;zaraz po pobraniu poprawek systemowych z sieci;zaraz po zainstalowaniu systemu operacyjnego;przed zainstalowaniem systemu operacyjnego;C;;;inf_02
;318;318. Wskaż cechę struktury chirurgicznej zespołu.;Brak jest przywódcy, a decyzje podejmuje się poprzez powszechną zgodę członków zespołu;Kierownik pilnuje, aby wszystkie części projektu złożyły się na logiczny i harmonijny produkt końcowy;Kierownik musi panować nad całym projektem, jednocześnie nie mając optymalnej kontroli nad zasobami, które są pozyskane na pewien okres czasu;Szef wydaje polecenia i prowadzi wszystkie działania, jednak dzięki asystentom nie musi zajmować się działaniami administracyjnymi czy technicznymi;D;;;inf_02
;319;319. Przykładem komunikacji werbalnej jest;zadanie pytania;szybkie uniesienie brwi;zdjęcie nakrycia głowy podczas powitania;utrzymywanie kontaktu wzrokowego z rozmówcą;A;;;inf_02
;320;320. W który standard transmisji powinien być wyposażony ruter, aby w modernizowanej, bezprzewodowej sieci komputerowej mogła być uzyskana jak najszybsza transmisja danych?;802.11a;802.11b;802.11g;802.11ac;D;;;inf_02
;321;321. Podstawową funkcją serwera FTP jest;monitoring sieci;synchronizacja czasu;udostępnianie plików;zarządzanie kontami poczty;C;;;inf_02
;322;322. Na fotografii przedstawiono;tusz;toner;kartridż;taśmę barwiącą;D;images/322.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/322.jpg;inf_02
;323;323. Wskaż adres sieci;16.1.0.0/8;100.0.0.0/16;18.4.0.0, maska 255.0.0.0;192.168.0.63, maska 255.255.255.0;B;;;inf_02
;324;324. Którego protokołu należy użyć do odbioru poczty elektronicznej ze swojego serwera?;FTP;POP3;SMTP;SNMP;B;;;inf_02
;325;325. Na rysunku przedstawiono przekrój kabla;S/UTP;U/UTP;optycznego;koncentrycznego;D;images/325.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/325.jpg;inf_02
;326;326. Na fotografii przedstawiono;reflektometr;tester sieciowy;zaciskarkę do tulejek;zaciskarkę wtyków 8P8C;D;images/326.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/326.jpg;inf_02
;327;327. Wskaż domyślny port do przekazywania poleceń (command) serwera usługi FTP;20;21;67;68;B;;;inf_02
;328;328. Aby dokonać aktualizacji zainstalowanego systemu operacyjnego Linux Ubuntu, należy użyć między innymi polecenia;yum upgrade;kernel update;system update;apt-get upgrade;D;;;inf_02
;329;329. Które oznaczenie kabla typu skrętka określa, że jej cały przewód jest nieekranowany?;U;F;S;SF;A;;;inf_02
;330;330. Jaki jest koszt wymiany karty graficznej w komputerze, jeśli karta kosztuje 250 zł, jej wymiana zajmie pracownikowi serwisu 80 minut, a każda rozpoczęta roboczogodzina kosztuje 50 zł?;250 zł;300 zł;350 zł;400 zł;C;;;inf_02
;331;331. Pracownik doznał urazu. Pierwszą czynnością podczas udzielania pomocy jest;wezwanie karetki pogotowia;udzielenie pierwszej pomocy poszkodowanemu;ocena zdarzenia i zabezpieczenie miejsca wypadku;zapewnienie poszkodowanemu komfortu psychicznego;C;;;inf_02
;332;332. Który standard należy wybrać, konfigurując punkt dostępowy dla częstotliwości 5 GHz?;802.11b/g;802.11ac;802.11g;802.11d;B;;;inf_02
;333;333. Urządzenie, które łączy segmenty sieci komputerowej przekazując ramki między tymi segmentami z doborem portu urządzenia, do którego są one przekazywane, to;rejestrator;przełącznik;koncentrator;zasilacz awaryjny;B;;;inf_02
;334;334. Którego kodu numerycznego należy użyć w poleceniu zmiany praw do pliku w systemie Linux, aby jego właściciel miał prawa zapisu i odczytu, grupa miała prawa odczytu i wykonania, a pozostali użytkownicy tylko prawo odczytu?;765;751;654;123;C;;;inf_02
;335;335. Wynik działania polecenia ls -l użytego w systemie Linux jest przedstawiony na;wyniku 1.;wyniku 2.;wyniku 3.;wyniku 4.;D;images/335.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/335.jpg;inf_02
;336;336. Wskaż, zgodną z obowiązującymi normami, maksymalną odległość pomiędzy urządzeniami sieciowymi, połączonymi bezpośrednio skrętką kategorii 5e?;10 m;100 m;500 m;1000 m;B;;;inf_02
;337;337. Oprogramowanie sprzętowe zainstalowane na stałe w urządzeniu, które umożliwia jego obsługę to w języku angielskim;firmware;stealware;shareware;ransomware;A;;;inf_02
;338;338. Transmisja za pomocą fal radiowych korzystających z pasma ISM jest realizowana w interfejsie;Bluetooth;FireWire;HDMI;IrDA;A;;;inf_02
;339;339. Na ilustracji jest przedstawione okno konfiguracji urządzenia dostępu do lokalnej sieci bezprzewodowej. Aby zmienić identyfikator sieci wykorzystywany podczas próby nawiązywania połączenia z punktem dostępowym, należy użyć pole oznaczone numerem;1;2;3;4;A;images/339.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/339.jpg;inf_02
;340;340. Nadzorem i kontrolą w zakresie przestrzegania zasad bezpieczeństwa i higieny pracy oraz przepisów związanych z zatrudnieniem w Polsce zajmuje się;Państwowa Inspekcja Pracy;Rządowe Centrum Legislacji;Zakład Ubezpieczeń Społecznych;Biuro Bezpieczeństwa Narodowego;A;;;inf_02
;341;341. Parametrem określającym o ile zmniejszy się moc sygnału w danej parze przewodów po przejściu przez cały tor kablowy, jest;długość;tłumienie;przesłuch zdalny;przesłuch zbliżny;B;;;inf_02
;342;342. W systemie Windows Server zdalny dostęp do sieci organizacji zapewnia usługa;IIS;FTP;SMB;RRAS;D;;;inf_02
